id,fuente,grupo,alimento,nombre_ingles,porcion_base,cantidad_base,energia_kcal,proteina_g,grasa_total_g,carbohidratos_g,fibra_g,ags_g,agm_g,agpi_g,colesterol_mg,calcio_mg,fosforo_mg,hierro_mg,potasio_mg,sodio_mg,zinc_mg,vitamina_c_mg,vitamina_a_ug_ere,folatos_ug,vitamina_b12_ug,pagina_pdf
96,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de cachos, horneado, comercialmente preparado","Bread, croissant, baked, commercially prepared",100 g,100,332.0,9.5,6.8,58.2,,,,,,7.0,18.0,1.57,57.0,298.0,0.61,,,,,15
97,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de caracol, dulce, horneado, comercialmente preparado","Bread, snail, sweet, baked, commercially prepared",100 g,100,310.2,7.1,5.8,57.4,,,,,,16.0,77.0,2.7,79.0,47.0,0.64,,,,,15
98,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de centeno","Bread, rye",100 g,100,256.7,9.2,0.7,53.4,5.8,0.63,1.31,0.8,0.0,38.0,178.0,2.8,166.0,660.0,1.14,0.0,0.0,151.0,0.0,15
99,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de chocolate, horneado, comercialmente preparado","Bread, chocolate, baked, commercially prepared",100 g,100,327.4,8.8,5.8,60.0,,,,,,67.0,89.0,1.02,66.0,384.0,0.93,,,,,15
100,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de germen de trigo/trigo entero","Bread, wheat germ",100 g,100,252.14,12.45,3.5,42.71,6.0,0.72,0.62,1.59,0.0,161.0,212.0,2.47,254.0,455.0,1.77,0.0,0.0,42.0,0.0,15
101,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de leche, horneado, comercialmente preparado","Bread, milk, baked, commercially prepared",100 g,100,346.6,8.9,7.4,61.1,,,,,,38.0,161.9,1.55,79.0,297.0,0.66,,,,,15
102,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de maíz, horneado, comercialmente preparado","Bread, corn, baked, commercially prepared",100 g,100,317.2,8.6,3.6,62.6,,,,,,21.0,72.0,1.86,71.0,334.0,0.97,,,,,15
103,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de salvado de trigo, tipo bagel","Bread, wheat bran, bagel",100 g,100,250.13,10.2,1.53,48.89,4.1,0.0,0.29,0.94,0.0,20.0,142.0,2.76,175.0,439.0,1.1,0.0,0.0,76.0,0.0,15
104,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de trigo","Bread, wheat",100 g,100,273.61,10.67,4.53,47.54,4.0,0.69,0.61,1.61,0.0,125.0,141.0,3.6,141.0,473.0,1.04,0.2,0.0,99.0,0.0,15
105,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de trigo, tostado","Bread, wheat, toasted",100 g,100,313.35,12.96,4.27,55.77,4.7,0.99,1.02,1.72,0.0,165.0,223.0,4.09,223.0,601.0,1.47,0.2,0.0,100.0,0.0,15
106,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de yemas, con sal, horneado, comercialmente preparado","Bread, egg yolk, salt, baked, commercially prepared",100 g,100,304.8,9.2,4.0,58.0,,,,,,9.0,169.0,7.94,152.0,90.0,1.69,,,,,15
107,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, de yuca","Bread, cassava",100 g,100,301.25,7.5,11.25,42.5,0.0,6.25,,,50.0,150.0,,0.0,,875.0,,0.0,75.0,,,16
108,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, empanada, dulce, horneado, comercialmente preparado","Bread, empanada, sweet, baked, commercially prepared",100 g,100,342.4,8.6,7.2,60.8,,,,,,49.0,90.0,1.43,70.0,206.0,0.7,,,,,16
109,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, empanada, sal, horneado, comercialmente preparado","Bread, empanada, salt, baked, commercially prepared",100 g,100,338.3,9.3,7.1,59.3,,,,,,60.0,103.0,1.66,81.0,395.0,0.92,,,,,16
110,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, enquesillado, rodillas de cristo, horneado, comercialmente preparado","Bread, topped cheese, baked, commercially prepared",100 g,100,345.1,9.7,8.3,57.9,,,,,,12.0,55.0,7.21,183.0,171.0,2.49,,,,,16
111,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, integral, de trigo","Bread, whole-wheat, ordinary",100 g,100,253.55,12.3,3.55,43.1,6.0,0.73,0.62,1.61,,163.0,212.0,2.56,250.0,450.0,1.76,,,42.0,,16
112,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, integral, de trigo, tostado","Bread, whole-wheat, ordinary, toasted",100 g,100,306.35,16.27,4.07,51.16,7.5,0.92,1.97,0.74,0.0,130.0,303.0,2.96,326.0,565.0,2.15,0.0,0.0,52.0,0.0,16
113,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, integral, rodaja, cuadrado, suave","Bread, whole-wheat, slice, soft",100 g,100,261.0,9.7,4.2,46.1,6.9,0.92,1.68,1.0,0.0,72.0,229.0,3.3,252.0,527.0,1.94,0.0,0.0,50.0,0.01,16
114,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, integral, rodaja, cuadrado, tostado","Bread, whole-wheat, slice, toasted",100 g,100,293.6,10.9,4.8,51.7,7.4,1.03,1.89,1.13,0.0,81.0,258.0,3.71,283.0,592.0,2.18,0.0,0.0,39.0,0.01,16
115,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, integral, tipo pita","Bread, pita, whole-wheat",100 g,100,282.6,9.8,2.6,55.0,7.4,0.41,0.35,1.05,0.0,15.0,180.0,3.06,170.0,532.0,1.52,0.0,0.0,35.0,0.0,16
116,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, mestizo de sal, con queso, horneado, comercialmente preparado","Bread, mix white and brown wheat dough, cheese, salt, baked, commercially prepared",100 g,100,304.8,8.8,3.6,59.3,,,,,,64.0,121.0,2.22,111.0,396.0,1.04,,,,,16
117,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, negro, de centeno","Bread, pumpernickel",100 g,100,252.7,8.7,3.1,47.5,6.8,0.44,0.93,1.24,0.0,68.0,178.0,2.87,208.0,596.0,1.48,0.0,0.0,93.0,0.0,16
118,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, negro, de centeno, tostado","Bread, pumpernickel, toasted",100 g,100,277.73,9.56,3.41,52.2,7.1,0.48,1.02,1.36,0.0,75.0,196.0,3.15,229.0,655.0,1.63,0.0,0.0,87.0,0.0,16
119,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, para hamburguesa o hotdog, multicereal","Bread, hamburger/hotdog, mixed-grain",100 g,100,270.8,9.6,6.0,44.6,3.8,1.39,2.84,1.15,0.0,95.0,122.0,3.95,160.0,458.0,1.05,0.0,0.0,111.0,0.01,16
120,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pan, para hamburguesa o hotdog, regular","Brad, rolls,hamburger or hotdog, plain",100 g,100,274.75,9.77,3.91,50.12,1.8,0.84,0.75,1.78,0.0,144.0,101.0,3.43,122.0,494.0,0.73,1.3,29.0,94.0,0.2,16
121,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideo chino, fortificado, cocido","Pasta, noodles, enriched, cooked",100 g,100,137.43,4.54,2.07,25.16,1.2,0.42,0.58,0.55,29.0,12.0,76.0,1.47,38.0,5.0,0.65,0.0,6.0,84.0,0.09,16
122,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideo chino, fortificado, crudo","Pasta, noodles, enriched, uncooked",100 g,100,381.68,14.16,4.44,71.27,3.3,1.18,1.25,1.33,84.0,35.0,2.41,4.01,244.0,21.0,1.92,0.0,17.0,230.0,0.29,16
123,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideo de arroz, cocido","Pasta, rice noodles,cooked",100 g,100,105.0,1.79,0.2,24.01,1.0,0.02,0.03,0.02,0.0,4.0,20.0,0.14,4.0,19.0,0.25,0.0,0.0,1.0,0.0,16
124,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideo de arroz, crudo","Pasta, rice noodles, uncooked",100 g,100,349.56,5.95,0.56,80.18,1.6,0.15,0.18,0.15,0.0,18.0,0.7,10.57,30.0,182.0,0.74,0.0,0.0,3.0,0.0,16
125,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideo, sin enriquecer, cocida","Pasta, noodles, unenriched, cooked",100 g,100,155.01,5.8,0.93,30.86,1.18,0.18,0.13,0.32,0.0,7.0,58.0,0.5,45.0,1.0,0.5,0.0,0.0,7.0,0.0,16
126,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideo, sin enriquecer, cruda","Pasta, noodles, unenriched, raw",100 g,100,364.83,13.04,1.51,74.77,3.2,0.28,0.17,0.56,0.0,18.0,150.0,130.0,162.0,5.0,1.26,0.0,0.0,18.0,0.0,16
127,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideo, sin enriquecer, promedio","Pasta, noodles, unenriched, ordinary",100 g,100,355.4,10.3,1.0,76.3,6.3,0.45,0.69,1.42,0.0,81.0,314.0,1.23,186.0,45.0,1.31,0.0,2.0,5.0,0.0,17
128,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideo/spaghetti, de espinaca, cocida","Pasta, fideo/spaghetti, spinach, cooked",100 g,100,128.59,4.58,0.63,26.15,0.0,0.09,0.07,0.26,0.0,30.0,108.0,1.04,58.0,14.0,1.08,,8.0,12.0,0.0,17
129,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideo/spaghetti, de espinaca, cruda","Pasta, fideo/spaghetti, spinach, uncooked",100 g,100,366.77,13.35,1.57,74.81,10.6,0.23,0.18,0.64,0.0,58.0,332.0,2.13,376.0,36.0,2.76,0.0,23.0,48.0,0.0,17
130,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, fideos promedio, Supermaxi","Pasta, noodles, ordinaty, Supermaxi",100 g,100,365.45,14.55,1.82,72.73,0.0,0.0,,,0.0,,,,,18.18,,,,,,17
131,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, spaguetti, integral, crudo","Pasta, spaghetti, whole wheat, raw",100 g,100,374.12,10.71,2.68,76.79,10.7,0.0,,,0.0,71.0,,4.82,,0.0,,0.0,0.0,,,17
132,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, tallarin, oriental de pollo, instantaneo, Rapidito","Pasta, tallarin, oriental chicken flavour, instant, Rapidito",100 g,100,468.0,12.0,20.0,60.0,0.0,12.0,8.0,4.0,36.0,,,,,1480.0,,,,,,17
133,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, spaguetti, enriquecida, fortificado, cocida","Pasta, spaghetti, enriched, cooked",100 g,100,155.01,5.8,0.93,30.86,1.8,0.18,0.13,0.33,0.0,7.0,58.0,1.33,45.0,1.0,0.5,0.0,0.0,119.0,0.0,17
134,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pasta, spaguetti, enriquecida, fortificado, cruda","Pasta, spaghetti, enriched, raw",100 g,100,364.43,13.04,1.51,74.67,3.2,0.28,0.17,0.56,0.0,18.0,150.0,3.52,162.0,5.0,1.26,0.0,0.0,391.0,0.0,17
135,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pinol, harina de cebada, simple","Barley flour, pinol type, ordinary",100 g,100,385.0,11.2,5.4,72.9,,0.6,1.8,3.3,0.0,3.0,73.0,0.9,,,,,0.0,,,17
136,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Pizza, horneada, comercialmente preparada","Pizza, baked, commercially prepared",100 g,100,268.33,11.25,10.93,31.24,,,,,,178.0,189.0,2.42,152.0,655.0,1.72,,,,,17
137,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Quimbolito, dulce, El Casero","Sweet quimbolito, El Casero",100 g,100,307.2,8.0,12.8,40.0,0.0,6.4,3.2,2.4,106.4,,,,,,,,,,,17
138,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Quinua, cocida","Quinoa, cooked",100 g,100,120.08,4.4,1.92,21.3,2.8,0.23,0.53,1.08,0.0,17.0,172.0,1.49,172.0,7.0,1.09,0.0,,42.0,0.0,17
139,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Quinua, cruda","Quinoa, uncooked",100 g,100,367.75,14.12,6.07,64.16,7.0,0.71,1.61,3.29,0.0,47.0,563.0,4.57,563.0,5.0,3.1,,1.0,184.0,0.0,17
140,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Tamal, harina de maíz, cerdo con verduras, sal, cocido a vapor, comercialmente preparado","Tamal, cornmeal, pork with vegetables, salt, steamed, commercially prepared",100 g,100,173.9,3.81,11.06,14.78,,,,,,4.0,45.0,0.4,107.0,343.0,0.36,,,,,17
141,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Tortilla, choclo, asada, comercialmente preparado","Tortilla, fresh corn, roast, commercially prepared",100 g,100,266.34,4.98,10.98,36.9,,,,,,36.0,171.0,0.52,144.0,452.0,0.8,,,,,17
142,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Tortilla, maíz blanco, asada, comercialmente preparado","Tortilla, white maize, roast, commercially prepared",100 g,100,341.91,9.38,16.99,37.87,,,,,,99.0,255.0,1.41,128.0,447.0,1.1,,,,,17
143,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Trigo, arroz de trigo, Camari","Wheat, wheat rice, Camari",100 g,100,344.1,13.0,1.7,69.2,2.9,,,,,54.0,0.0,3.7,,,,,,,,17
144,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Trigo, germen de trigo, crudo","Wheat, wheat germ, raw",100 g,100,387.28,23.15,9.72,51.8,13.2,1.66,1.37,6.01,0.0,39.0,842.0,6.26,892.0,12.0,12.29,0.0,0.0,281.0,0.0,17
145,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Trigo, grano entero","Wheat, whole grain",100 g,100,361.47,13.68,2.47,71.13,7.1,0.48,1.02,1.36,0.0,74.0,195.0,3.15,228.0,655.0,1.62,0.0,0.0,87.0,0.0,17
146,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Trigo, salvado de trigo, crudo","Wheat, wheat bran, raw",100 g,100,358.49,15.55,4.25,64.51,42.8,0.63,0.64,2.21,0.0,73.0,1013.0,10.57,1182.0,2.0,7.27,0.0,0.0,79.0,0.0,17
147,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Trigo, sémola, harina gruesa, no enriquecida","Semolina, wheat flour, unenriched",100 g,100,351.49,12.68,1.05,72.83,3.9,0.15,0.12,0.43,0.0,17.0,136.0,1.23,186.0,1.0,1.05,0.0,0.0,72.0,0.0,17
148,3,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Achira, blanca, rizoma, raíz","Achira, white, root",100 g,100,101.7,1.4,0.1,23.8,,,,,,13.0,58.0,0.7,,,,0.7,,,,18
149,3,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Achira, morada, rizoma, raíz","Achira, purple, root",100 g,100,99.3,1.4,0.1,23.2,,,,,,17.0,91.0,1.4,,,,0.1,,,,18
150,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Almidón, de achira, harina de flecha","Starch Achira, Arrowroot flour",100 g,100,354.7,0.3,0.1,88.15,3.4,0.02,0.0,0.05,0.0,40.0,5.0,0.33,11.0,2.0,0.07,0.0,0.0,7.0,0.0,18
151,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Almidón, de yuca o mandioca","Cassava, flour",100 g,100,335.3,1.7,0.5,81.0,,,,,,148.0,104.0,5.4,,,,14.0,,,,18
152,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Camote, con cáscara, cocido","Sweet potato, unpeeled, cooked",100 g,100,77.62,1.37,0.14,17.72,2.5,0.04,0.0,0.08,0.0,27.0,32.0,0.72,230.0,27.0,0.2,13.0,787.0,6.0,0.0,18
153,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Camote, con cáscara, crudo","Sweet potatoe, unpeeled, raw",100 g,100,87.21,1.57,0.05,20.12,3.0,0.02,0.0,0.01,0.0,30.0,47.0,0.61,337.0,55.0,0.3,2.0,709.0,11.0,0.0,18
154,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Harina de camote, Vitavilena","Sweet potato flour, Vitavilena",100 g,100,333.33,3.33,0.0,80.0,0.0,,,,,,,,,166.67,,,,,,18
155,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS",Harina de plátano,Banana flour,100 g,100,334.4,3.1,0.4,79.6,9.9,0.03,0.02,0.05,0.0,29.0,104.0,3.9,,,0.61,1.3,,,,18
156,3,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS",Mashua,Mashua,100 g,100,46.1,0.7,0.1,10.6,2.9,,,,,,,0.37,,,0.28,42.06,12.0,,,18
157,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Ñame, yam, crudo","Yam, raw",100 g,100,119.17,1.53,0.17,27.88,4.1,0.04,0.01,0.08,0.0,17.0,55.0,0.54,816.0,9.0,0.24,17.0,7.0,23.0,0.0,18
158,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Ñame, yam, escurrido, cocido sin sal","Yam, cooked, drained, without salt",100 g,100,117.54,1.49,0.14,27.58,3.9,0.03,0.0,0.06,0.0,14.0,49.0,0.52,670.0,8.0,0.2,12.0,6.0,16.0,0.0,18
159,3,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Oca, sin cáscara","Oca, peeled",100 g,100,65.2,0.7,0.0,15.6,2.4,,,,,,,0.47,,,0.14,23.92,0.0,,,18
160,3,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Olluco, melloco, con cáscara","Olluco, melloco, unpeeled",100 g,100,62.5,1.1,0.1,14.3,,,,,,3.0,28.0,1.1,,,,11.5,5.0,,,18
161,3,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Papa, amarilla, tipo chaucha, sin cáscara","Potatoe, yellow, peeled, chaucha type",100 g,100,104.8,2.0,0.4,23.3,0.4,,,,,6.0,52.0,0.4,,,0.29,9.0,0.0,,,18
162,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Papa, con cáscara, cocida","Potatoe, unpeeled, cooked",100 g,100,81.18,2.86,0.1,17.21,3.3,0.03,0.0,0.04,0.0,45.0,54.0,6.07,407.0,14.0,0.44,5.0,0.0,10.0,0.0,18
163,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Papa, con cascara, cruda","Potatoe, unpeeled, raw",100 g,100,78.77,2.02,0.09,17.47,2.2,0.03,0.0,0.04,0.0,12.0,57.0,0.78,421.0,6.0,0.29,20.0,0.0,16.0,0.0,18
164,3,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Papa, negra andina","Potatoe, andean black",100 g,100,75.6,1.8,0.4,16.2,2.6,,,,,19.0,40.0,0.52,295.0,6.0,0.22,3.15,0.0,,,18
165,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Papa, sin cáscara, cocida","Potatoe, peeled, cooked",100 g,100,87.78,1.71,0.1,20.01,1.8,0.03,0.0,0.04,0.0,8.0,40.0,0.31,328.0,5.0,0.27,7.0,0.0,9.0,0.0,18
166,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Papa, sin cáscara, cruda","Potatoe, peeled, raw",100 g,100,60.94,2.57,0.1,12.44,2.5,0.03,0.0,0.04,0.0,30.0,38.0,3.24,413.0,10.0,0.35,11.0,0.0,17.0,0.0,18
167,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Patacón, plátano verde, frito, con sal","Patacón, plantain, green, fried, with salt",100 g,100,262.72,,4.16,56.32,,,,,,2.0,15.0,0.36,489.0,182.0,0.02,,,,,18
168,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Plátano, maduro, frito","Plantain, ripe, fried",100 g,100,214.55,,1.67,49.88,,,,,,2.0,32.0,0.23,330.0,9.0,0.22,,,,,18
169,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Platáno maduro, frito, comercialmente preparado","Chifles, plantain chips, sweet, fried, commercially prepared",100 g,100,482.31,1.63,20.59,72.62,,,,,,3.0,30.0,0.51,473.0,2.0,0.28,,,,,18
170,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Plátano, maduro, hervido","Plantain, ripe, boiled",100 g,100,121.4,,,30.35,,,,,,2.0,6.0,0.18,26.0,21.0,0.07,,,,,18
171,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Plátano, maduro, tipo maqueño","Plantain, ripe",100 g,100,136.09,1.3,0.37,31.89,2.3,0.14,0.03,0.07,0.0,3.0,34.0,0.6,499.0,4.0,0.14,18.0,56.0,22.0,0.0,19
172,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Plátano, verde, crudo","Plantain, green, raw",100 g,100,146.9,1.2,0.1,35.3,0.5,,,,,8.0,40.0,0.8,,,,28.0,130.0,,,19
173,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Plátano, verde, frito, promedio","Plantains, green fried, average",100 g,100,308.97,1.5,11.81,49.17,3.5,3.69,4.35,2.7,0.0,4.0,44.0,0.67,482.0,2.0,0.23,3.4,357.6,15.0,,19
174,7,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Tortillas de verde, con queso mozzarella, Productos del Chef","Plantain tortillas with mozzarella cheese, Productos del Chef",100 g,100,237.33,2.67,2.67,50.67,0.0,1.33,0.67,0.0,45.33,,,,,,,,,,,19
175,1,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Yuca, mandioca, raíz","Cassava, peeled, raw",100 g,100,160.2,1.36,0.28,38.06,1.8,0.07,0.08,0.05,0.0,16.0,27.0,0.27,271.0,14.0,0.34,21.0,1.0,27.0,0.0,19
176,5,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Yuquitas, fritas, con sal, comercialmente preparados","Cassava, chip, salt, commercially prepared",100 g,100,489.38,2.03,24.58,65.01,,,,,,36.0,94.0,0.79,1133.0,577.0,1.16,,,,,19
177,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Zanahoria, blanca, cocida, sin sal","Parsnips, cooked,drained, without salt",100 g,100,76.02,1.32,0.3,17.01,3.6,0.05,0.11,0.05,0.0,37.0,69.0,0.58,367.0,10.0,0.26,13.0,0.0,58.0,0.0,19
178,2,"01. CEREALES, TUBÉRCULOS Y PLÁTANOS","Zanahoria, blanca, cruda","Parsnips, raw",100 g,100,79.46,1.2,0.3,17.99,4.9,0.05,0.11,0.05,0.0,36.0,71.0,0.59,375.0,10.0,0.59,17.0,0.0,67.0,0.0,19
179,1,02. FRUTAS,"Aguacate, sin cáscara, promedio","Avocado, peeled, ordinary, alla varieties",100 g,100,174.06,2.0,14.66,8.53,6.7,2.13,9.8,1.82,0.0,12.0,52.0,0.55,485.0,7.0,0.64,10.0,7.0,81.0,0.0,21
180,2,02. FRUTAS,"Aguacate, verde, sin cáscara, serrano","Avocado, green, peeled, raw",100 g,100,130.74,2.23,10.06,7.82,5.6,1.96,5.51,1.68,0.0,10.0,40.0,0.17,351.0,2.0,0.4,17.4,7.0,35.0,0.0,21
181,7,02. FRUTAS,"Arándano, deshidratado, Natures Heart","Blueberries, dehydrated, Natures Heart",100 g,100,320.0,0.0,0.0,80.0,1.67,0.0,,,0.0,,,,,100.0,,,,,,21
182,2,02. FRUTAS,"Arándano, deshidratado, promedio","Blueberries, dehydrated, average",100 g,100,340.0,0.0,0.0,85.0,5.0,0.0,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,21
183,4,02. FRUTAS,"Arazá, fresco","Araza, fresh",100 g,100,36.7,1.1,1.1,5.6,0.9,,,,,4.0,,0.8,222.0,28.0,0.4,,,,,21
184,4,02. FRUTAS,"Babaco, maduro, pulpa","Babaco, ripe, pulp",100 g,100,31.4,0.9,0.2,6.5,0.5,,,,,46.0,14.0,0.7,223.0,10.0,0.1,0.0,12.0,,0.0,21
185,1,02. FRUTAS,"Badea, tumbo costeño, fresca","Badea, tumbo costeño, fresh",100 g,100,21.8,0.7,0.2,4.3,,,,,,14.0,17.0,0.8,,,,15.0,7.0,,,21
186,3,02. FRUTAS,"Banano, guineo manzano, odatil, orito","Banana, small, sweet, raw",100 g,100,115.8,1.1,0.2,27.4,,,,,,8.0,24.0,0.6,370.0,1.0,0.17,13.0,14.0,,0.0,21
187,1,02. FRUTAS,"Banano, guineo, plátano seda","Banana, raw",100 g,100,98.69,1.09,0.33,22.84,2.6,0.11,0.03,0.07,0.0,5.0,22.0,0.26,358.0,1.0,0.15,9.0,3.0,20.0,0.0,21
188,4,02. FRUTAS,"Borojó, fresco","Borojo fruit, raw",100 g,100,133.4,3.0,0.6,29.0,,,,,,51.0,,6.9,464.0,8.0,1.5,3.0,,,,21
189,1,02. FRUTAS,"Capulí, capulin, capulina","Capuli, capulin, capulina",100 g,100,100.7,2.1,2.3,17.9,,,,,,125.0,94.0,1.2,,,,90.0,,,,21
190,1,02. FRUTAS,"Carambola, fruta estrellada, con cáscara, fresca","Starfruit, unpeeled, raw",100 g,100,34.05,1.04,0.33,6.73,2.8,0.02,0.03,0.18,0.0,3.0,12.0,0.08,133.0,2.0,0.12,34.0,3.0,12.0,0.0,21
191,1,02. FRUTAS,"Cereza dulce, fruta en almibar, envasada","Cherries, in syrup, solid and liquid, average",100 g,100,96.9,0.73,0.1,23.27,1.1,0.02,0.03,0.03,0.0,10.0,10.0,1.3,93.0,7.0,0.06,2.0,36.0,8.0,0.0,21
192,1,02. FRUTAS,"Cereza, fresca","Cherries, sour, red, raw",100 g,100,55.42,1.0,0.3,12.18,1.6,0.07,0.08,0.09,0.0,16.0,15.0,0.32,173.0,3.0,0.1,10.0,64.0,8.0,0.0,21
193,7,02. FRUTAS,"Cerezas, marrasquino, roja, en almibar, Dicomfrut","Cherries, marrasquino, red, Dicomfrut",100 g,100,216.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,,,,,10.0,,,,,,21
194,2,02. FRUTAS,"Chirimoya, fresca","Chirimoya, fruit",100 g,100,82.98,1.65,0.62,17.7,2.3,,,,0.0,8.0,26.0,0.3,269.0,4.0,0.18,12.0,0.0,18.0,0.0,21
195,5,02. FRUTAS,"Chonta, mezcla, pelada, sin semillas, hervida, sin sal","Peach palm, mix, peeled, without seed, boiled, without salt",100 g,100,195.54,,4.58,38.58,,,,,,1.0,20.0,0.34,201.0,11.0,0.24,,,,,21
196,5,02. FRUTAS,"Chonta, roja, pelada, sin semillas, hervida, sin sal","Peach palm, red, peeled, without seed, boiled, without salt",100 g,100,231.35,,4.87,46.88,,,,,,1.0,24.0,0.65,252.0,2.0,0.29,,,,,21
197,1,02. FRUTAS,"Ciruela, claudia, amarilla o roja, fresca","Plums, yellow or red, fresh, raw",100 g,100,51.0,0.7,0.28,11.42,1.4,0.02,0.13,0.04,0.0,6.0,16.0,0.17,157.0,0.0,0.1,10.0,17.0,5.0,0.0,21
