codigo_incap,categoria,alimento,porcion,peso_g,energia_kcal,carbohidratos_g,proteina_g,grasa_g,fibra_g,calcio_mg,hierro_mg,colesterol_mg,sodio_mg,vitamina_c_mg,zinc_mg,pagina_pdf
19012,19. COMIDAS INFANTILES,"CEREAL-GERBER, AVENA",100 g,100.00,390,70.00,12.00,7.00,6.00,451,26.00,,220,129,12.00,70
19017,19. COMIDAS INFANTILES,"CEREAL-GERBER, AVENA C/LECHE Y BANANO",100 g,100.00,402,72.30,14.70,6.00,1.50,1000,20.00,,200,85,,70
19013,19. COMIDAS INFANTILES,"CEREAL-GERBER, CEBADA",100 g,100.00,374,77.00,9.20,3.20,2.80,634,40.00,,10,85,,70
19014,19. COMIDAS INFANTILES,"CEREAL-GERBER, MAÍZ",100 g,100.00,374,81.10,6.80,2.00,1.90,634,40.00,,2,85,,70
19057,19. COMIDAS INFANTILES,"CEREAL-GERBER, MIXTO",100 g,100.00,390,79.00,9.00,4.00,2.00,451,26.50,,260,129,11.60,70
19016,19. COMIDAS INFANTILES,"CEREAL-GERBER, TRIGO C/LECHE",100 g,100.00,404,72.80,14.80,5.90,2.10,1000,20.00,,238,85,,70
19015,19. COMIDAS INFANTILES,"CEREAL-GERBER, TRIGO C/MANZANA",100 g,100.00,409,76.50,10.40,6.80,5.50,634,20.00,,141,85,,70
19058,19. COMIDAS INFANTILES,"CEREAL-GERBER, TRIGO C/MIEL",100 g,100.00,400,85.00,6.00,3.50,1.00,450,26.00,,140,129,11.50,70
19018,19. COMIDAS INFANTILES,"CEREAL-NESTUM, ARROZ",100 g,100.00,379,87.00,6.10,0.70,1.60,100,15.00,,170,65,,70
19051,19. COMIDAS INFANTILES,"CEREAL-NESTUM, ARROZ C/FRUTAS",100 g,100.00,364,84.40,5.20,0.60,2.90,275,15.00,,295,80,10.00,70
19019,19. COMIDAS INFANTILES,"CEREAL-NESTUM, AVENA",100 g,100.00,369,70.70,10.00,5.20,4.60,675,15.00,,295,80,10.00,70
19052,19. COMIDAS INFANTILES,"CEREAL-NESTUM, AVENA C/BANANO",100 g,100.00,360,73.50,9.10,4.50,5.20,585,15.00,,285,80,10.00,70
19020,19. COMIDAS INFANTILES,"CEREAL-NESTUM, INTEGRAL",100 g,100.00,350,71.70,10.90,2.40,8.30,350,15.00,,440,65,,70
19021,19. COMIDAS INFANTILES,"CEREAL-NESTUM, MIXTO 4 CEREALES",100 g,100.00,373,81.00,9.50,1.20,2.80,150,18.50,,280,85,,70
19050,19. COMIDAS INFANTILES,"CEREAL-NESTUM, MIXTO 5 CEREALES",100 g,100.00,366,72.90,10.00,1.50,5.20,415,15.00,,195,80,10.00,70
19055,19. COMIDAS INFANTILES,"CEREAL-NESTUM, TRIGO",100 g,100.00,376,80.60,8.10,2.35,3.20,135,15.00,,25,80,10.00,70
19023,19. COMIDAS INFANTILES,"CEREAL-NESTUM, TRIGO C/CHOCOLATE",100 g,100.00,372,80.80,8.90,1.50,3.80,140,15.00,,205,65,,70
19054,19. COMIDAS INFANTILES,"CEREAL-NESTUM, TRIGO C/LECHE",100 g,100.00,412,67.80,15.00,9.00,1.30,410,7.50,,165,40,5.00,71
19053,19. COMIDAS INFANTILES,"CEREAL-NESTUM, TRIGO C/MANZANA HOJUELAS",100 g,100.00,369,83.00,7.00,0.95,3.10,145,15.00,,65,80,10.00,71
19022,19. COMIDAS INFANTILES,"CEREAL-NESTUM, TRIGO C/MIEL",100 g,100.00,371,82.20,8.60,0.90,2.10,125,15.00,,295,80,10.00,71
19041,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, BANANO",100 g,100.00,57,15.30,0.40,0.10,1.60,5,0.20,0,9,17,0.06,71
19042,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTAS MIXTAS",100 g,100.00,66,15.48,0.40,0.30,0.60,15,0.20,15,25,12,0.80,71
19025,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, MACARRONES, TOMATE Y RES",100 g,100.00,61,9.45,2.36,1.47,1.20,17,0.46,7,38,0,0.54,71
19043,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, MANZANA",100 g,100.00,41,10.80,0.20,0.20,1.70,4,0.22,0,2,38,0.02,71
19044,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, MELOCOTÓN C/AZÚCAR",100 g,100.00,56,15.00,0.20,0.20,1.50,6,0.24,0,6,31,0.09,71
19026,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, PAVO Y ARROZ",100 g,100.00,52,7.94,2.27,1.24,0.90,18,0.29,5,20,0,0.40,71
19027,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, PAVO Y VEGETALES",100 g,100.00,80,8.00,4.80,3.40,,46,0.60,,334,3,0.32,71
19045,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, PERA",100 g,100.00,41,10.80,0.30,0.20,3.60,8,0.24,0,2,25,0.08,71
19046,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, PERA Y PIÑA",100 g,100.00,41,10.90,0.30,0.10,2.60,10,0.25,0,4,28,0.07,71
19028,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, POLLO Y FIDEOS",100 g,100.00,66,9.08,2.69,2.06,2.10,27,0.64,16,23,0,0.55,71
19029,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, POLLO Y VEGETALES",100 g,100.00,59,8.42,2.47,1.73,2.10,27,0.53,11,24,0,0.48,71
19030,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, RES Y ARROZ",100 g,100.00,82,8.80,5.00,2.90,,11,0.69,,357,4,0.92,71
19031,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, RES Y VEGETALES",100 g,100.00,96,6.36,2.03,6.93,1.80,19,0.33,12,23,0,0.35,71
19024,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VEG. Y JAMÓN P1",100 g,100.00,60,8.65,2.02,1.89,1.00,14,0.24,3,87,1,0.30,71
19036,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VEG. Y JAMÓN P2",100 g,100.00,59,7.80,2.19,2.14,1.60,16,0.41,5,16,2,0.32,71
19037,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VEG. Y PAVO",100 g,100.00,48,7.62,2.32,0.90,1.50,27,0.37,4,20,1,0.70,71
19038,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VEG. Y POLLO",100 g,100.00,53,8.66,2.04,1.12,1.10,27,0.33,7,76,0,0.30,71
19039,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VEG. Y RES",100 g,100.00,63,7.70,2.59,2.43,2.20,17,0.58,6,19,0,0.56,71
19033,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VEG., FIDEOS Y PAVO",100 g,100.00,44,6.80,1.20,1.20,1.10,32,0.19,,21,1,0.27,71
19034,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VEG., FIDEOS Y POLLO",100 g,100.00,63,7.90,2.00,2.50,1.10,28,0.35,,20,1,0.25,71
19032,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VEGETALES MIXTOS",100 g,100.00,41,9.50,1.20,0.10,,22,0.33,,8,3,0.16,71
19040,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, ZANAHORIA",100 g,100.00,27,6.00,0.80,0.10,1.70,22,0.37,0,37,6,0.15,71
19059,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, CEREAL, AVENA, MANZANA Y BANANO,",100 g,100.00,73,15.40,1.30,0.70,0.80,9,5.65,0,2,22,0.35,71
19060,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, COMIDA, SOPA POLLO P2",100 g,100.00,50,7.20,1.60,1.70,1.10,37,0.27,4,16,1,0.22,72
19061,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MANGO P2",100 g,100.00,80,21.60,0.30,0.20,1.00,4,0.10,0,4,124,0.06,72
19062,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MANZANA Y PIÑA P2",100 g,100.00,37,10.10,0.10,0.10,1.50,4,0.10,0,2,28,0.02,72
19063,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, ALBARICOQUE P2",100 g,100.00,60,16.30,0.30,0.00,1.50,9,0.30,0,8,22,0.05,72
19064,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, BANANO Y PIÑA P2",100 g,100.00,65,17.80,0.20,0.00,1.60,7,0.23,0,6,19,0.04,72
19065,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, BANANO, P1",100 g,100.00,67,17.80,0.40,0.20,1.60,8,0.30,0,9,26,0.07,72
19066,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, CIRUELA P2",100 g,100.00,69,18.50,0.60,0.10,2.70,15,0.35,0,5,1,0.09,72
19067,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, GUAYABA Y PAPAYA P2",100 g,100.00,63,17.00,0.20,0.10,,7,0.20,,4,81,0.06,72
19068,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MANZANA, P1",100 g,100.00,37,10.30,0.00,0.00,1.70,5,0.22,0,2,38,0.04,72
19069,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MANZANA, P3",100 g,100.00,51,12.10,0.20,0.10,0.90,10,0.20,0,13,31,0.04,72
19070,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MELOCOTÓN, P3",100 g,100.00,51,11.80,0.50,0.20,0.80,6,0.20,0,5,31,0.12,72
19071,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, PAPAYA Y MANZANA P2",100 g,100.00,70,18.90,0.20,0.10,1.40,7,0.44,,5,113,0.03,72
19072,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, PERAS, P1",100 g,100.00,43,11.60,0.30,0.10,3.60,8,0.25,0,2,22,0.08,72
19073,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTA, PERAS, P3",100 g,100.00,57,13.60,0.30,0.10,1.20,10,0.20,0,6,31,0.09,72
19074,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, FRUTAS MIXTAS C/YOGURT P2",100 g,100.00,75,16.23,0.80,0.80,0.40,28,0.20,0,16,12,0.11,72
19075,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, POSTRE, FRUTAS, P2",100 g,100.00,59,16.00,0.30,0.00,0.60,9,0.22,0,14,3,0.04,72
19076,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, POSTRE, MANZANA YOGURT,",100 g,100.00,96,19.50,0.80,1.60,0.50,6,0.00,6,20,35,0.28,72
19077,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, POSTRE, MANZANA, P2",100 g,100.00,75,19.74,0.20,0.40,1.40,5,0.20,0,16,21,0.01,72
19079,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VERDURA, AYOTE, P1",100 g,100.00,24,5.60,0.80,0.20,2.10,24,0.35,0,1,8,0.08,72
19078,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VERDURA, AYOTE, P2",100 g,100.00,24,5.60,0.80,0.20,2.10,24,0.30,0,2,8,0.14,72
19080,19. COMIDAS INFANTILES,"COMIDA-BEBE, PURÉ PROCESADO, VERDURA, ZANAHORIA, P1",100 g,100.00,32,7.20,0.80,0.20,1.70,23,0.39,0,49,6,0.18,72
19093,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, ENFAMIL PREMIUM 1 SOYA, CON HIERRO",100 g,100.00,510,54.30,12.50,27.00,0.00,530,9.00,0,180,60,6.00,72
19094,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, ENFAMIL PREMIUM 1 SOYA, CON HIERRO (DHA Y ARA)",100 g,100.00,480,57.10,15.60,21.00,0.00,920,9.50,0,171,57,6.00,72
19092,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, ENFAMIL PREMIUM 1, CON HIERRO",100 g,100.00,520,56.20,10.80,27.00,0.00,400,9.30,17,139,62,5.20,72
19091,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, ENFAMIL PREMIUM 1, CON HIERRO (DHA Y ARA)",100 g,100.00,511,56.20,10.80,27.00,0.00,400,9.30,17,139,62,5.20,72
19095,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, ENFAMIL PREMIUM 2 SOYA, CON HIERRO",100 g,100.00,480,57.10,15.60,21.00,0.00,920,9.50,0,171,57,5.70,72
19096,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, ENFAMIL PREMIUM 2 SOYA, CON HIERRO (DHA Y ARA)",100 g,100.00,470,53.10,15.60,25.00,0.00,920,9.50,0,171,57,5.70,73
19097,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, ENFAMIL SIN LACTOSA, CON HIERRO",100 g,100.00,521,56.30,10.90,28.00,0.00,430,9.40,8,156,62,5.20,73
19098,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, ENFAMIL SIN LACTOSA, CON HIERRO (DHA Y ARA)",100 g,100.00,521,56.30,10.90,28.00,0.00,430,9.40,7,156,62,5.20,73
19081,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, ISOMIL CON HIERRO",100 g,100.00,517,52.50,13.70,28.10,,532,7.80,,243,53,6.00,73
19082,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, NAN 1",100 g,100.00,509,57.90,9.50,27.70,,320,6.20,,120,51,3.90,73
19083,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, NAN 2, BIFIDUS",100 g,100.00,482,56.80,15.90,21.20,,550,8.20,,205,48,5.80,73
19084,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, NAN SIN LACTOSA",100 g,100.00,502,56.80,12.60,25.00,,420,3.00,,170,50,4.00,73
19085,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, NAN SOYA",100 g,100.00,502,55.30,14.00,25.00,,450,6.00,,170,80,6.00,73
19086,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, NURSOY",100 g,100.00,515,54.00,14.00,27.00,0.05,508,9.10,,144,68,4.50,73
19087,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, PROMIL GOLD, ETAPA 2",100 g,100.00,477,59.00,16.00,20.00,,821,7.10,,250,64,3.60,73
19090,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, SIMILAC ADVANCE 1, BAJA EN HIERRO",100 g,100.00,511,56.20,10.80,27.00,0.00,400,9.30,17,139,62,5.20,73
19088,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, SIMILAC ADVANCE 1, CON HIERRO",100 g,100.00,526,55.50,10.90,28.90,,410,9.50,,126,47,3.94,73
19089,19. COMIDAS INFANTILES,"FÓRMULA INFANTIL, SIMILAC ADVANCE 1, SIN LACTOSA (LF)",100 g,100.00,513,54.90,11.00,27.70,,433,9.11,,152,42,3.80,73
20076,"20. ADEREZOS, SALSAS Y SOPAS","ADEREZO ENSALADA, ACEITE Y VINAGRE",100 g,100.00,449,2.50,0.00,50.10,0.00,0,0.00,0,1,0,0.00,73
20077,"20. ADEREZOS, SALSAS Y SOPAS","ADEREZO ENSALADA, TIPO FRANCÉS C/SAL",100 g,100.00,457,15.58,0.77,44.81,0.00,24,0.80,0,836,0,0.29,73
20003,"20. ADEREZOS, SALSAS Y SOPAS","ADEREZO ENSALADA, TIPO FRANCÉS S/SAL",100 g,100.00,459,15.58,0.77,44.81,0.00,24,0.80,0,0,0,0.29,73
20002,"20. ADEREZOS, SALSAS Y SOPAS","ADEREZO ENSALADA, TIPO FRANCÉS, NO COMERCIAL",100 g,100.00,631,3.40,0.10,70.20,0.00,6,0.20,0,658,1,0.00,73
20078,"20. ADEREZOS, SALSAS Y SOPAS","ADEREZO ENSALADA, TIPO ITALIANO C/SAL",100 g,100.00,291,10.43,0.38,28.37,0.00,7,0.63,0,1654,0,0.13,73
20079,"20. ADEREZOS, SALSAS Y SOPAS","ADEREZO ENSALADA, TIPO ITALIANO C/SAL S/GRASA",100 g,100.00,47,8.75,0.97,0.87,0.60,30,0.40,2,1129,0,0.36,73
20004,"20. ADEREZOS, SALSAS Y SOPAS","ADEREZO ENSALADA, TIPO ITALIANO S/SAL",100 g,100.00,292,10.43,0.38,28.37,0.00,7,0.63,67,30,0,0.13,73
20080,"20. ADEREZOS, SALSAS Y SOPAS","ADEREZO ENSALADA, TIPO RANCHERO",100 g,100.00,484,6.69,1.03,51.39,0.70,31,0.62,33,816,3,0.40,73
20005,"20. ADEREZOS, SALSAS Y SOPAS",CALDO DE FRIJOL,100 g,100.00,22,3.50,1.90,0.10,,12,0.10,,,0,,73
20007,"20. ADEREZOS, SALSAS Y SOPAS","CALDO DE POLLO, CONDENSADO, ENLATADO",100 g,100.00,31,0.75,4.42,1.04,0.00,6,0.41,1,626,0,0.20,73
20010,"20. ADEREZOS, SALSAS Y SOPAS","CALDO DE POLLO, DESHIDRATADO, EN CUBITOS",100 g,100.00,198,23.50,14.60,4.70,0.00,190,1.87,13,24000,1,0.20,73
20011,"20. ADEREZOS, SALSAS Y SOPAS","CALDO DE POLLO, DESHIDRATADO, EN POLVO",100 g,100.00,267,18.01,16.66,13.88,0.00,187,1.03,13,18586,1,0.09,74
20006,"20. ADEREZOS, SALSAS Y SOPAS","CALDO DE POLLO, O GALLINA",100 g,100.00,89,0.00,0.20,9.80,,5,0.40,,,0,,74
20008,"20. ADEREZOS, SALSAS Y SOPAS","CALDO DE RES,",100 g,100.00,40,3.30,1.20,2.40,,14,0.90,,,6,,74
20009,"20. ADEREZOS, SALSAS Y SOPAS","CALDO DE RES, CONDENSADO, ENLATADO",100 g,100.00,24,1.44,4.37,0.00,0.00,7,0.43,0,520,1,0.30,74
20012,"20. ADEREZOS, SALSAS Y SOPAS","CALDO DE RES, DESHIDRATADO, EN CUBITOS",100 g,100.00,170,16.10,17.30,4.00,0.00,60,2.23,4,24000,0,0.21,74
20013,"20. ADEREZOS, SALSAS Y SOPAS","CALDO DE RES, DESHIDRATADO, EN POLVO",100 g,100.00,238,23.65,15.97,8.89,0.00,60,1.00,10,16982,0,0.00,74
20014,"20. ADEREZOS, SALSAS Y SOPAS",MOSTAZA COMERCIAL,100 g,100.00,66,7.78,3.95,3.11,3.20,80,1.85,0,1120,3,0.60,74
20001,"20. ADEREZOS, SALSAS Y SOPAS",PASTA O SPREAD PARA SANDWICH,100 g,100.00,389,22.40,0.90,34.00,0.40,14,0.20,76,1000,0,0.81,74
20015,"20. ADEREZOS, SALSAS Y SOPAS","SALSA ENVASADA, BARBACOA",100 g,100.00,75,12.80,1.80,1.80,1.20,19,0.90,0,815,7,0.20,74
20022,"20. ADEREZOS, SALSAS Y SOPAS","SALSA ENVASADA, DE SOYA",100 g,100.00,60,5.57,10.51,0.10,0.80,20,2.38,0,5586,0,0.43,74
20016,"20. ADEREZOS, SALSAS Y SOPAS","SALSA ENVASADA, INGLESA",100 g,100.00,67,19.46,0.00,0.00,0.00,107,5.30,0,980,13,0.19,74
20075,"20. ADEREZOS, SALSAS Y SOPAS","SALSA ENVASADA, PARA PESCADO",100 g,100.00,35,3.64,5.06,0.01,0.00,43,0.78,0,7720,1,0.20,74
20017,"20. ADEREZOS, SALSAS Y SOPAS","SALSA ENVASADA, PICANTE",100 g,100.00,11,1.75,0.51,0.37,0.30,8,0.48,0,2643,75,0.11,74
20018,"20. ADEREZOS, SALSAS Y SOPAS","SALSA ENVASADA, TABASCO",100 g,100.00,12,0.80,1.29,0.76,0.60,12,1.16,0,633,5,0.16,74
20071,"20. ADEREZOS, SALSAS Y SOPAS","SALSA ENVASADA, TOMATE, CATSUP",100 g,100.00,97,25.08,1.74,0.38,0.30,18,0.51,0,1114,15,0.26,74
20072,"20. ADEREZOS, SALSAS Y SOPAS","SALSA PROCESADA, SOFRITO",100 g,100.00,237,5.46,12.80,18.20,1.70,20,0.94,,1145,20,1.41,74
20019,"20. ADEREZOS, SALSAS Y SOPAS","SALSA PROCESADA, TOMATE C/CEBOLLA",100 g,100.00,42,9.94,1.56,0.19,1.80,17,0.93,0,551,13,0.23,74
20020,"20. ADEREZOS, SALSAS Y SOPAS","SALSA PROCESADA, TOMATE C/HONGOS",100 g,100.00,35,8.43,1.45,0.13,1.50,13,0.89,0,452,12,0.21,74
20021,"20. ADEREZOS, SALSAS Y SOPAS","SALSA PROCESADA, TOMATE C/QUESO",100 g,100.00,59,10.24,2.13,1.93,2.20,37,0.87,3,543,10,0.36,74
20074,"20. ADEREZOS, SALSAS Y SOPAS","SALSA PROCESADA, TOMATE PARA SPAGHETTI",100 g,100.00,105,16.00,1.70,3.90,3.10,,,0,430,10,,74
20073,"20. ADEREZOS, SALSAS Y SOPAS","SALSA PROCESADA, TOMATE, ESTILO RANCHERO",100 g,100.00,41,8.77,0.94,0.74,1.40,13,0.76,0,546,13,0.28,74
20023,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, ENLAT. CEBOLLA",100 g,100.00,46,6.68,3.06,1.42,0.70,22,0.55,0,860,1,0.50,74
20082,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, ENLAT. FRIJOL NEGRO",100 g,100.00,91,15.42,4.83,1.32,6.80,35,1.50,0,970,0,1.10,74
20024,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, ENLAT. FRIJOLES CON CERDO",100 g,100.00,129,16.97,5.88,4.42,5.90,60,1.53,2,709,1,0.77,74
20025,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, ENLAT. MINESTRONE",100 g,100.00,68,9.17,3.48,2.05,0.80,28,0.75,1,744,1,0.60,74
20084,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, ENLAT. POLLO C/ARROZ",100 g,100.00,49,6.80,2.00,1.60,0.60,11,0.20,6,338,27,0.24,74
20083,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, ENLAT. POLLO Y FIDEOS",100 g,100.00,51,6.90,2.60,1.50,0.60,11,0.60,9,751,0,0.22,75
20026,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, ENLAT. RES Y FIDEOS",100 g,100.00,67,7.16,3.85,2.46,0.60,12,0.88,4,759,0,1.23,75
20027,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, ENLAT. TOMATE",100 g,100.00,60,13.41,1.61,0.56,1.20,13,1.11,0,551,13,0.25,75
20028,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, ENLAT. VEGETALES Y RES",100 g,100.00,63,8.11,4.45,1.51,1.60,13,0.89,4,631,2,1.23,75
20033,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, PREP. C/AGUA, CEBOLLA",100 g,100.00,24,3.39,1.56,0.72,0.40,11,0.28,0,437,1,0.25,75
20034,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, PREP. C/AGUA, FRIJOLES CON CERDO",100 g,100.00,68,9.01,3.12,2.35,3.40,32,0.81,1,376,1,0.41,75
20035,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, PREP. C/AGUA, MINESTRONE",100 g,100.00,34,4.66,1.77,1.04,0.40,14,0.38,1,378,1,0.31,75
20036,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, PREP. C/AGUA, RES Y FIDEOS",100 g,100.00,34,3.68,1.98,1.26,0.30,6,0.45,2,390,0,0.63,75
20037,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, PREP. C/AGUA, TOMATE",100 g,100.00,35,6.80,0.84,0.79,0.20,5,0.72,0,285,27,0.10,75
20038,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CONDENSADA, PREP. C/AGUA, VEGETALES Y RES",100 g,100.00,32,4.17,2.29,0.78,0.20,7,0.46,2,324,1,0.63,75
20029,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA CONDENSADA, ENLAT. CEBOLLA",100 g,100.00,88,10.40,2.20,4.20,0.40,27,0.50,12,760,1,0.12,75
20030,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA CONDENSADA, ENLAT. ESPARRAGOS",100 g,100.00,69,8.52,1.82,3.26,0.40,23,0.64,4,782,2,0.70,75
20031,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA CONDENSADA, ENLAT. HONGOS",100 g,100.00,85,6.72,1.61,5.89,0.00,12,1.11,0,645,0,0.20,75
20085,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA CONDENSADA, ENLAT. PAPA",100 g,100.00,59,9.14,1.39,1.88,0.40,16,0.38,5,797,0,0.50,75
20032,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA CONDENSADA, ENLAT. POLLO",100 g,100.00,89,7.16,2.38,5.77,0.00,14,1.06,8,655,0,0.29,75
20039,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA CONDENSADA, PREP. C/AGUA, CEBOLLA",100 g,100.00,44,5.20,1.13,2.16,0.40,14,0.26,6,380,1,0.06,75
20040,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA CONDENSADA, PREP. C/AGUA, ESPARRAGOS",100 g,100.00,35,4.38,0.94,1.68,0.20,12,0.33,2,402,1,0.36,75
20041,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA CONDENSADA, PREP. C/AGUA, HONGOS",100 g,100.00,53,3.81,0.95,3.68,0.20,19,0.21,1,361,0,0.24,75
20042,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA CONDENSADA, PREP. C/AGUA, POLLO",100 g,100.00,48,3.80,1.41,3.02,0.10,14,0.25,4,404,0,0.26,75
20053,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA DESHIDRATADA, ESPARRAGOS",100 g,100.00,366,55.75,13.75,10.80,2.40,137,3.80,1,4980,5,4.20,75
20054,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA DESHIDRATADA, POLLO",100 g,100.00,436,54.34,7.25,21.68,1.80,310,1.40,12,4820,2,6.00,75
20066,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA DESHIDRATADA, PREP. C/AGUA, ESPARRAGOS",100 g,100.00,23,3.57,0.88,0.69,,9,0.20,0,319,0,0.27,75
20067,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA DESHIDRATADA, PREP. C/AGUA, POLLO",100 g,100.00,41,5.11,0.68,2.04,0.10,29,0.10,1,454,0,0.60,75
20068,"20. ADEREZOS, SALSAS Y SOPAS","SOPA CREMA DESHIDRATADA, PREP. C/AGUA, VEGETALES",100 g,100.00,41,4.73,0.73,2.19,0.20,12,0.20,0,450,2,0.10,75
